unique_day,source_file,file_name,date_time_original,unique_id,nest,classification,camera_start,camera_stop,cohort,camera,date
2018:12:13_1A_N4,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:13 15:45:12 _Salvins_1A.JPG,2018:12:13 15:45:12 _Salvins_1A.JPG,2018:12:13 15:45:12,2019_1A_N4,N4,PG,2018-10-21,2019-04-29,2019,1A,2018:12:13
2018:12:13_1A_N8,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:13 15:45:12 _Salvins_1A.JPG,2018:12:13 15:45:12 _Salvins_1A.JPG,2018:12:13 15:45:12,2019_1A_N8,N8,PG,2018-10-21,2019-04-29,2019,1A,2018:12:13
2018:12:14_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:14 12:45:07 _Salvins_1A.JPG,2018:12:14 12:45:07 _Salvins_1A.JPG,2018:12:14 12:45:07,2019_1A_N1,N1,PG,2018-10-21,2019-04-29,2019,1A,2018:12:14
2018:12:14_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:14 12:45:07 _Salvins_1A.JPG,2018:12:14 12:45:07 _Salvins_1A.JPG,2018:12:14 12:45:07,2019_1A_N2,N2,PG,2018-10-21,2019-04-29,2019,1A,2018:12:14
2018:12:14_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:14 12:45:07 _Salvins_1A.JPG,2018:12:14 12:45:07 _Salvins_1A.JPG,2018:12:14 12:45:07,2019_1A_N3,N3,PG,2018-10-21,2019-04-29,2019,1A,2018:12:14
2018:12:14_1A_N4,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:14 12:45:07 _Salvins_1A.JPG,2018:12:14 12:45:07 _Salvins_1A.JPG,2018:12:14 12:45:07,2019_1A_N4,N4,PG,2018-10-21,2019-04-29,2019,1A,2018:12:14
2018:12:14_1A_N8,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:14 11:45:07 _Salvins_1A.JPG,2018:12:14 11:45:07 _Salvins_1A.JPG,2018:12:14 11:45:07,2019_1A_N8,N8,PG,2018-10-21,2019-04-29,2019,1A,2018:12:14
2018:12:15_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:15 13:45:06 _Salvins_1A.JPG,2018:12:15 13:45:06 _Salvins_1A.JPG,2018:12:15 13:45:06,2019_1A_N1,N1,PG,2018-10-21,2019-04-29,2019,1A,2018:12:15
2018:12:15_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:15 13:45:06 _Salvins_1A.JPG,2018:12:15 13:45:06 _Salvins_1A.JPG,2018:12:15 13:45:06,2019_1A_N2,N2,PG,2018-10-21,2019-04-29,2019,1A,2018:12:15
2018:12:15_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:15 13:45:06 _Salvins_1A.JPG,2018:12:15 13:45:06 _Salvins_1A.JPG,2018:12:15 13:45:06,2019_1A_N3,N3,PG,2018-10-21,2019-04-29,2019,1A,2018:12:15
2018:12:15_1A_N8,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:15 13:45:06 _Salvins_1A.JPG,2018:12:15 13:45:06 _Salvins_1A.JPG,2018:12:15 13:45:06,2019_1A_N8,N8,PG,2018-10-21,2019-04-29,2019,1A,2018:12:15
2018:12:16_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:16 10:45:05 _Salvins_1A.JPG,2018:12:16 10:45:05 _Salvins_1A.JPG,2018:12:16 10:45:05,2019_1A_N1,N1,NC,2018-10-21,2019-04-29,2019,1A,2018:12:16
2018:12:16_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:16 10:45:05 _Salvins_1A.JPG,2018:12:16 10:45:05 _Salvins_1A.JPG,2018:12:16 10:45:05,2019_1A_N2,N2,NC,2018-10-21,2019-04-29,2019,1A,2018:12:16
2018:12:16_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:16 10:45:05 _Salvins_1A.JPG,2018:12:16 10:45:05 _Salvins_1A.JPG,2018:12:16 10:45:05,2019_1A_N3,N3,NC,2018-10-21,2019-04-29,2019,1A,2018:12:16
2018:12:16_1A_N4,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:16 10:45:05 _Salvins_1A.JPG,2018:12:16 10:45:05 _Salvins_1A.JPG,2018:12:16 10:45:05,2019_1A_N4,N4,NC,2018-10-21,2019-04-29,2019,1A,2018:12:16
2018:12:16_1A_N5,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:16 10:45:05 _Salvins_1A.JPG,2018:12:16 10:45:05 _Salvins_1A.JPG,2018:12:16 10:45:05,2019_1A_N5,N5,NC,2018-10-21,2019-04-29,2019,1A,2018:12:16
2018:12:16_1A_N6,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:16 10:45:05 _Salvins_1A.JPG,2018:12:16 10:45:05 _Salvins_1A.JPG,2018:12:16 10:45:05,2019_1A_N6,N6,NC,2018-10-21,2019-04-29,2019,1A,2018:12:16
2018:12:16_1A_N7,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:16 10:45:05 _Salvins_1A.JPG,2018:12:16 10:45:05 _Salvins_1A.JPG,2018:12:16 10:45:05,2019_1A_N7,N7,NC,2018-10-21,2019-04-29,2019,1A,2018:12:16
2018:12:16_1A_N8,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:16 10:45:05 _Salvins_1A.JPG,2018:12:16 10:45:05 _Salvins_1A.JPG,2018:12:16 10:45:05,2019_1A_N8,N8,NC,2018-10-21,2019-04-29,2019,1A,2018:12:16
2018:12:17_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:17 17:45:08 _Salvins_1A.JPG,2018:12:17 17:45:08 _Salvins_1A.JPG,2018:12:17 17:45:08,2019_1A_N1,N1,PG,2018-10-21,2019-04-29,2019,1A,2018:12:17
2018:12:17_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:17 17:45:08 _Salvins_1A.JPG,2018:12:17 17:45:08 _Salvins_1A.JPG,2018:12:17 17:45:08,2019_1A_N2,N2,PG,2018-10-21,2019-04-29,2019,1A,2018:12:17
2018:12:17_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:17 17:45:08 _Salvins_1A.JPG,2018:12:17 17:45:08 _Salvins_1A.JPG,2018:12:17 17:45:08,2019_1A_N3,N3,PG,2018-10-21,2019-04-29,2019,1A,2018:12:17
2018:12:17_1A_N8,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:17 17:45:08 _Salvins_1A.JPG,2018:12:17 17:45:08 _Salvins_1A.JPG,2018:12:17 17:45:08,2019_1A_N8,N8,PG,2018-10-21,2019-04-29,2019,1A,2018:12:17
2018:12:18_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:18 17:45:08 _Salvins_1A.JPG,2018:12:18 17:45:08 _Salvins_1A.JPG,2018:12:18 17:45:08,2019_1A_N1,N1,PG,2018-10-21,2019-04-29,2019,1A,2018:12:18
2018:12:18_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:18 17:45:08 _Salvins_1A.JPG,2018:12:18 17:45:08 _Salvins_1A.JPG,2018:12:18 17:45:08,2019_1A_N2,N2,PG,2018-10-21,2019-04-29,2019,1A,2018:12:18
2018:12:18_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:18 17:45:08 _Salvins_1A.JPG,2018:12:18 17:45:08 _Salvins_1A.JPG,2018:12:18 17:45:08,2019_1A_N3,N3,PG,2018-10-21,2019-04-29,2019,1A,2018:12:18
2018:12:19_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:19 12:45:06 _Salvins_1A.JPG,2018:12:19 12:45:06 _Salvins_1A.JPG,2018:12:19 12:45:06,2019_1A_N1,N1,NC,2018-10-21,2019-04-29,2019,1A,2018:12:19
2018:12:19_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:19 12:45:06 _Salvins_1A.JPG,2018:12:19 12:45:06 _Salvins_1A.JPG,2018:12:19 12:45:06,2019_1A_N2,N2,NC,2018-10-21,2019-04-29,2019,1A,2018:12:19
2018:12:19_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:19 11:45:06 _Salvins_1A.JPG,2018:12:19 11:45:06 _Salvins_1A.JPG,2018:12:19 11:45:06,2019_1A_N3,N3,NC,2018-10-21,2019-04-29,2019,1A,2018:12:19
2018:12:19_1A_N4,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:19 12:45:06 _Salvins_1A.JPG,2018:12:19 12:45:06 _Salvins_1A.JPG,2018:12:19 12:45:06,2019_1A_N4,N4,PG,2018-10-21,2019-04-29,2019,1A,2018:12:19
2018:12:19_1A_N5,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:19 11:45:06 _Salvins_1A.JPG,2018:12:19 11:45:06 _Salvins_1A.JPG,2018:12:19 11:45:06,2019_1A_N5,N5,NC,2018-10-21,2019-04-29,2019,1A,2018:12:19
2018:12:19_1A_N6,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:19 12:45:06 _Salvins_1A.JPG,2018:12:19 12:45:06 _Salvins_1A.JPG,2018:12:19 12:45:06,2019_1A_N6,N6,NC,2018-10-21,2019-04-29,2019,1A,2018:12:19
2018:12:19_1A_N7,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:19 11:45:06 _Salvins_1A.JPG,2018:12:19 11:45:06 _Salvins_1A.JPG,2018:12:19 11:45:06,2019_1A_N7,N7,PG,2018-10-21,2019-04-29,2019,1A,2018:12:19
2018:12:19_1A_N8,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:19 11:45:06 _Salvins_1A.JPG,2018:12:19 11:45:06 _Salvins_1A.JPG,2018:12:19 11:45:06,2019_1A_N8,N8,NC,2018-10-21,2019-04-29,2019,1A,2018:12:19
2018:12:20_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:20 10:45:06 _Salvins_1A.JPG,2018:12:20 10:45:06 _Salvins_1A.JPG,2018:12:20 10:45:06,2019_1A_N1,N1,NC,2018-10-21,2019-04-29,2019,1A,2018:12:20
2018:12:20_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:20 10:45:06 _Salvins_1A.JPG,2018:12:20 10:45:06 _Salvins_1A.JPG,2018:12:20 10:45:06,2019_1A_N2,N2,NC,2018-10-21,2019-04-29,2019,1A,2018:12:20
2018:12:20_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:20 10:45:06 _Salvins_1A.JPG,2018:12:20 10:45:06 _Salvins_1A.JPG,2018:12:20 10:45:06,2019_1A_N3,N3,NC,2018-10-21,2019-04-29,2019,1A,2018:12:20
2018:12:20_1A_N4,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:20 10:45:06 _Salvins_1A.JPG,2018:12:20 10:45:06 _Salvins_1A.JPG,2018:12:20 10:45:06,2019_1A_N4,N4,NC,2018-10-21,2019-04-29,2019,1A,2018:12:20
2018:12:20_1A_N5,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:20 10:45:06 _Salvins_1A.JPG,2018:12:20 10:45:06 _Salvins_1A.JPG,2018:12:20 10:45:06,2019_1A_N5,N5,NC,2018-10-21,2019-04-29,2019,1A,2018:12:20
2018:12:20_1A_N6,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:20 10:45:06 _Salvins_1A.JPG,2018:12:20 10:45:06 _Salvins_1A.JPG,2018:12:20 10:45:06,2019_1A_N6,N6,NC,2018-10-21,2019-04-29,2019,1A,2018:12:20
2018:12:20_1A_N7,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:20 10:45:06 _Salvins_1A.JPG,2018:12:20 10:45:06 _Salvins_1A.JPG,2018:12:20 10:45:06,2019_1A_N7,N7,NC,2018-10-21,2019-04-29,2019,1A,2018:12:20
2018:12:20_1A_N8,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:20 10:45:06 _Salvins_1A.JPG,2018:12:20 10:45:06 _Salvins_1A.JPG,2018:12:20 10:45:06,2019_1A_N8,N8,NC,2018-10-21,2019-04-29,2019,1A,2018:12:20
2018:12:21_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:21 07:45:06 _Salvins_1A.JPG,2018:12:21 07:45:06 _Salvins_1A.JPG,2018:12:21 07:45:06,2019_1A_N1,N1,NC,2018-10-21,2019-04-29,2019,1A,2018:12:21
2018:12:21_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:21 07:45:06 _Salvins_1A.JPG,2018:12:21 07:45:06 _Salvins_1A.JPG,2018:12:21 07:45:06,2019_1A_N2,N2,NC,2018-10-21,2019-04-29,2019,1A,2018:12:21
2018:12:21_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:21 07:45:06 _Salvins_1A.JPG,2018:12:21 07:45:06 _Salvins_1A.JPG,2018:12:21 07:45:06,2019_1A_N3,N3,NC,2018-10-21,2019-04-29,2019,1A,2018:12:21
2018:12:21_1A_N4,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:21 07:45:06 _Salvins_1A.JPG,2018:12:21 07:45:06 _Salvins_1A.JPG,2018:12:21 07:45:06,2019_1A_N4,N4,NC,2018-10-21,2019-04-29,2019,1A,2018:12:21
2018:12:21_1A_N5,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:21 07:45:06 _Salvins_1A.JPG,2018:12:21 07:45:06 _Salvins_1A.JPG,2018:12:21 07:45:06,2019_1A_N5,N5,NC,2018-10-21,2019-04-29,2019,1A,2018:12:21
2018:12:21_1A_N6,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:21 07:45:06 _Salvins_1A.JPG,2018:12:21 07:45:06 _Salvins_1A.JPG,2018:12:21 07:45:06,2019_1A_N6,N6,NC,2018-10-21,2019-04-29,2019,1A,2018:12:21
2018:12:21_1A_N7,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:21 07:45:06 _Salvins_1A.JPG,2018:12:21 07:45:06 _Salvins_1A.JPG,2018:12:21 07:45:06,2019_1A_N7,N7,NC,2018-10-21,2019-04-29,2019,1A,2018:12:21
2018:12:21_1A_N8,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:21 07:45:06 _Salvins_1A.JPG,2018:12:21 07:45:06 _Salvins_1A.JPG,2018:12:21 07:45:06,2019_1A_N8,N8,NC,2018-10-21,2019-04-29,2019,1A,2018:12:21
2018:12:22_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:22 10:45:09 _Salvins_1A.JPG,2018:12:22 10:45:09 _Salvins_1A.JPG,2018:12:22 10:45:09,2019_1A_N1,N1,NC,2018-10-21,2019-04-29,2019,1A,2018:12:22
2018:12:22_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:22 10:45:09 _Salvins_1A.JPG,2018:12:22 10:45:09 _Salvins_1A.JPG,2018:12:22 10:45:09,2019_1A_N2,N2,NC,2018-10-21,2019-04-29,2019,1A,2018:12:22
2018:12:22_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:22 10:45:09 _Salvins_1A.JPG,2018:12:22 10:45:09 _Salvins_1A.JPG,2018:12:22 10:45:09,2019_1A_N3,N3,NC,2018-10-21,2019-04-29,2019,1A,2018:12:22
2018:12:22_1A_N4,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:22 10:45:09 _Salvins_1A.JPG,2018:12:22 10:45:09 _Salvins_1A.JPG,2018:12:22 10:45:09,2019_1A_N4,N4,NC,2018-10-21,2019-04-29,2019,1A,2018:12:22
2018:12:22_1A_N5,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:22 10:45:09 _Salvins_1A.JPG,2018:12:22 10:45:09 _Salvins_1A.JPG,2018:12:22 10:45:09,2019_1A_N5,N5,NC,2018-10-21,2019-04-29,2019,1A,2018:12:22
2018:12:22_1A_N6,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:22 10:45:09 _Salvins_1A.JPG,2018:12:22 10:45:09 _Salvins_1A.JPG,2018:12:22 10:45:09,2019_1A_N6,N6,NC,2018-10-21,2019-04-29,2019,1A,2018:12:22
2018:12:22_1A_N7,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:22 10:45:09 _Salvins_1A.JPG,2018:12:22 10:45:09 _Salvins_1A.JPG,2018:12:22 10:45:09,2019_1A_N7,N7,NC,2018-10-21,2019-04-29,2019,1A,2018:12:22
2018:12:22_1A_N8,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:22 10:45:09 _Salvins_1A.JPG,2018:12:22 10:45:09 _Salvins_1A.JPG,2018:12:22 10:45:09,2019_1A_N8,N8,NC,2018-10-21,2019-04-29,2019,1A,2018:12:22
2018:12:23_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:23 07:45:03 _Salvins_1A.JPG,2018:12:23 07:45:03 _Salvins_1A.JPG,2018:12:23 07:45:03,2019_1A_N1,N1,NC,2018-10-21,2019-04-29,2019,1A,2018:12:23
2018:12:23_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:23 07:45:03 _Salvins_1A.JPG,2018:12:23 07:45:03 _Salvins_1A.JPG,2018:12:23 07:45:03,2019_1A_N2,N2,NC,2018-10-21,2019-04-29,2019,1A,2018:12:23
2018:12:23_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:23 07:45:03 _Salvins_1A.JPG,2018:12:23 07:45:03 _Salvins_1A.JPG,2018:12:23 07:45:03,2019_1A_N3,N3,NC,2018-10-21,2019-04-29,2019,1A,2018:12:23
2018:12:23_1A_N4,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:23 07:45:03 _Salvins_1A.JPG,2018:12:23 07:45:03 _Salvins_1A.JPG,2018:12:23 07:45:03,2019_1A_N4,N4,NC,2018-10-21,2019-04-29,2019,1A,2018:12:23
2018:12:23_1A_N5,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:23 07:45:03 _Salvins_1A.JPG,2018:12:23 07:45:03 _Salvins_1A.JPG,2018:12:23 07:45:03,2019_1A_N5,N5,NC,2018-10-21,2019-04-29,2019,1A,2018:12:23
2018:12:23_1A_N6,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:23 07:45:03 _Salvins_1A.JPG,2018:12:23 07:45:03 _Salvins_1A.JPG,2018:12:23 07:45:03,2019_1A_N6,N6,NC,2018-10-21,2019-04-29,2019,1A,2018:12:23
2018:12:23_1A_N7,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:23 07:45:03 _Salvins_1A.JPG,2018:12:23 07:45:03 _Salvins_1A.JPG,2018:12:23 07:45:03,2019_1A_N7,N7,NC,2018-10-21,2019-04-29,2019,1A,2018:12:23
2018:12:23_1A_N8,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:23 07:45:03 _Salvins_1A.JPG,2018:12:23 07:45:03 _Salvins_1A.JPG,2018:12:23 07:45:03,2019_1A_N8,N8,NC,2018-10-21,2019-04-29,2019,1A,2018:12:23
2018:12:24_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:24 08:45:06 _Salvins_1A.JPG,2018:12:24 08:45:06 _Salvins_1A.JPG,2018:12:24 08:45:06,2019_1A_N1,N1,PG,2018-10-21,2019-04-29,2019,1A,2018:12:24
2018:12:24_1A_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:24 08:45:06 _Salvins_1A.JPG,2018:12:24 08:45:06 _Salvins_1A.JPG,2018:12:24 08:45:06,2019_1A_N2,N2,PG,2018-10-21,2019-04-29,2019,1A,2018:12:24
2018:12:24_1A_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:24 08:45:06 _Salvins_1A.JPG,2018:12:24 08:45:06 _Salvins_1A.JPG,2018:12:24 08:45:06,2019_1A_N3,N3,PG,2018-10-21,2019-04-29,2019,1A,2018:12:24
2018:12:24_1A_N4,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:24 09:45:07 _Salvins_1A.JPG,2018:12:24 09:45:07 _Salvins_1A.JPG,2018:12:24 09:45:07,2019_1A_N4,N4,PG,2018-10-21,2019-04-29,2019,1A,2018:12:24
2018:12:24_1A_N7,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:24 08:45:06 _Salvins_1A.JPG,2018:12:24 08:45:06 _Salvins_1A.JPG,2018:12:24 08:45:06,2019_1A_N7,N7,PG,2018-10-21,2019-04-29,2019,1A,2018:12:24
2018:12:24_1A_N8,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:24 08:45:06 _Salvins_1A.JPG,2018:12:24 08:45:06 _Salvins_1A.JPG,2018:12:24 08:45:06,2019_1A_N8,N8,PG,2018-10-21,2019-04-29,2019,1A,2018:12:24
2018:12:25_1A_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2019_Salvin's_Bounties/100MEDIA 1A/2018:12:25 09:45:07 _Salvins_1A.JPG,2018:12:25 09:45:07 _Salvins_1A.JPG,2018:12:25 09:45:07,2019_1A_N1,N1,PG,2018-10-21,2019-04-29,2019,1A,2018:12:25
