unique_day,source_file,file_name,date_time_original,unique_id,nest,classification,camera_start,camera_stop,cohort,camera,date
2023:03:07_A1_N19,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:07 07:00:04 _Salvins_A1.JPG,2023:03:07 07:00:04 _Salvins_A1.JPG,2023:03:07 07:00:04,2023_A1_N19,N19,NC,2022-11-11,2023-04-09,2023,A1,2023:03:07
2023:03:07_A1_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:07 07:00:04 _Salvins_A1.JPG,2023:03:07 07:00:04 _Salvins_A1.JPG,2023:03:07 07:00:04,2023_A1_N2,N2,NC,2022-11-11,2023-04-09,2023,A1,2023:03:07
2023:03:07_A1_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:07 07:00:04 _Salvins_A1.JPG,2023:03:07 07:00:04 _Salvins_A1.JPG,2023:03:07 07:00:04,2023_A1_N3,N3,NC,2022-11-11,2023-04-09,2023,A1,2023:03:07
2023:03:07_A1_N4,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:07 07:00:04 _Salvins_A1.JPG,2023:03:07 07:00:04 _Salvins_A1.JPG,2023:03:07 07:00:04,2023_A1_N4,N4,NC,2022-11-11,2023-04-09,2023,A1,2023:03:07
2023:03:07_A1_N5,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:07 07:00:04 _Salvins_A1.JPG,2023:03:07 07:00:04 _Salvins_A1.JPG,2023:03:07 07:00:04,2023_A1_N5,N5,NC,2022-11-11,2023-04-09,2023,A1,2023:03:07
2023:03:07_A1_N6,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:07 07:00:04 _Salvins_A1.JPG,2023:03:07 07:00:04 _Salvins_A1.JPG,2023:03:07 07:00:04,2023_A1_N6,N6,NC,2022-11-11,2023-04-09,2023,A1,2023:03:07
2023:03:07_A1_N7,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:07 07:00:04 _Salvins_A1.JPG,2023:03:07 07:00:04 _Salvins_A1.JPG,2023:03:07 07:00:04,2023_A1_N7,N7,NC,2022-11-11,2023-04-09,2023,A1,2023:03:07
2023:03:07_A1_N8,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:07 07:00:04 _Salvins_A1.JPG,2023:03:07 07:00:04 _Salvins_A1.JPG,2023:03:07 07:00:04,2023_A1_N8,N8,NC,2022-11-11,2023-04-09,2023,A1,2023:03:07
2023:03:07_A1_N9,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:07 07:00:04 _Salvins_A1.JPG,2023:03:07 07:00:04 _Salvins_A1.JPG,2023:03:07 07:00:04,2023_A1_N9,N9,NC,2022-11-11,2023-04-09,2023,A1,2023:03:07
2023:03:08_A1_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07,2023_A1_N1,N1,NC,2022-11-11,2023-04-09,2023,A1,2023:03:08
2023:03:08_A1_N10,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07,2023_A1_N10,N10,NC,2022-11-11,2023-04-09,2023,A1,2023:03:08
2023:03:08_A1_N11,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07,2023_A1_N11,N11,NC,2022-11-11,2023-04-09,2023,A1,2023:03:08
2023:03:08_A1_N12,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07,2023_A1_N12,N12,NC,2022-11-11,2023-04-09,2023,A1,2023:03:08
2023:03:08_A1_N13,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07,2023_A1_N13,N13,NC,2022-11-11,2023-04-09,2023,A1,2023:03:08
2023:03:08_A1_N14,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07,2023_A1_N14,N14,NC,2022-11-11,2023-04-09,2023,A1,2023:03:08
2023:03:08_A1_N15,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07,2023_A1_N15,N15,NC,2022-11-11,2023-04-09,2023,A1,2023:03:08
2023:03:08_A1_N16,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07,2023_A1_N16,N16,NC,2022-11-11,2023-04-09,2023,A1,2023:03:08
2023:03:08_A1_N17,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07,2023_A1_N17,N17,NC,2022-11-11,2023-04-09,2023,A1,2023:03:08
2023:03:08_A1_N18,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07,2023_A1_N18,N18,NC,2022-11-11,2023-04-09,2023,A1,2023:03:08
2023:03:08_A1_N19,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07,2023_A1_N19,N19,NC,2022-11-11,2023-04-09,2023,A1,2023:03:08
2023:03:08_A1_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07,2023_A1_N2,N2,NC,2022-11-11,2023-04-09,2023,A1,2023:03:08
2023:03:08_A1_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07,2023_A1_N3,N3,NC,2022-11-11,2023-04-09,2023,A1,2023:03:08
2023:03:08_A1_N4,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07,2023_A1_N4,N4,NC,2022-11-11,2023-04-09,2023,A1,2023:03:08
2023:03:08_A1_N5,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07,2023_A1_N5,N5,NC,2022-11-11,2023-04-09,2023,A1,2023:03:08
2023:03:08_A1_N6,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07,2023_A1_N6,N6,NC,2022-11-11,2023-04-09,2023,A1,2023:03:08
2023:03:08_A1_N7,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07,2023_A1_N7,N7,NC,2022-11-11,2023-04-09,2023,A1,2023:03:08
2023:03:08_A1_N8,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07,2023_A1_N8,N8,NC,2022-11-11,2023-04-09,2023,A1,2023:03:08
2023:03:08_A1_N9,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07 _Salvins_A1.JPG,2023:03:08 12:00:07,2023_A1_N9,N9,NC,2022-11-11,2023-04-09,2023,A1,2023:03:08
2023:03:09_A1_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03,2023_A1_N1,N1,NC,2022-11-11,2023-04-09,2023,A1,2023:03:09
2023:03:09_A1_N10,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03,2023_A1_N10,N10,NC,2022-11-11,2023-04-09,2023,A1,2023:03:09
2023:03:09_A1_N11,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03,2023_A1_N11,N11,NC,2022-11-11,2023-04-09,2023,A1,2023:03:09
2023:03:09_A1_N12,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03,2023_A1_N12,N12,NC,2022-11-11,2023-04-09,2023,A1,2023:03:09
2023:03:09_A1_N13,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03,2023_A1_N13,N13,NC,2022-11-11,2023-04-09,2023,A1,2023:03:09
2023:03:09_A1_N14,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03,2023_A1_N14,N14,NC,2022-11-11,2023-04-09,2023,A1,2023:03:09
2023:03:09_A1_N15,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03,2023_A1_N15,N15,NC,2022-11-11,2023-04-09,2023,A1,2023:03:09
2023:03:09_A1_N16,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03,2023_A1_N16,N16,NC,2022-11-11,2023-04-09,2023,A1,2023:03:09
2023:03:09_A1_N17,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03,2023_A1_N17,N17,NC,2022-11-11,2023-04-09,2023,A1,2023:03:09
2023:03:09_A1_N18,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03,2023_A1_N18,N18,NC,2022-11-11,2023-04-09,2023,A1,2023:03:09
2023:03:09_A1_N19,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03,2023_A1_N19,N19,NC,2022-11-11,2023-04-09,2023,A1,2023:03:09
2023:03:09_A1_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03,2023_A1_N2,N2,NC,2022-11-11,2023-04-09,2023,A1,2023:03:09
2023:03:09_A1_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03,2023_A1_N3,N3,NC,2022-11-11,2023-04-09,2023,A1,2023:03:09
2023:03:09_A1_N4,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03,2023_A1_N4,N4,NC,2022-11-11,2023-04-09,2023,A1,2023:03:09
2023:03:09_A1_N5,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03,2023_A1_N5,N5,NC,2022-11-11,2023-04-09,2023,A1,2023:03:09
2023:03:09_A1_N6,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03,2023_A1_N6,N6,NC,2022-11-11,2023-04-09,2023,A1,2023:03:09
2023:03:09_A1_N7,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03,2023_A1_N7,N7,NC,2022-11-11,2023-04-09,2023,A1,2023:03:09
2023:03:09_A1_N8,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03,2023_A1_N8,N8,NC,2022-11-11,2023-04-09,2023,A1,2023:03:09
2023:03:09_A1_N9,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03 _Salvins_A1.JPG,2023:03:09 07:00:03,2023_A1_N9,N9,NC,2022-11-11,2023-04-09,2023,A1,2023:03:09
2023:03:10_A1_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:10 09:00:04 _Salvins_A1.JPG,2023:03:10 09:00:04 _Salvins_A1.JPG,2023:03:10 09:00:04,2023_A1_N1,N1,PG,2022-11-11,2023-04-09,2023,A1,2023:03:10
2023:03:10_A1_N10,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:10 09:00:04 _Salvins_A1.JPG,2023:03:10 09:00:04 _Salvins_A1.JPG,2023:03:10 09:00:04,2023_A1_N10,N10,PG,2022-11-11,2023-04-09,2023,A1,2023:03:10
2023:03:10_A1_N13,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:10 10:00:05 _Salvins_A1.JPG,2023:03:10 10:00:05 _Salvins_A1.JPG,2023:03:10 10:00:05,2023_A1_N13,N13,PG,2022-11-11,2023-04-09,2023,A1,2023:03:10
2023:03:10_A1_N14,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:10 10:00:05 _Salvins_A1.JPG,2023:03:10 10:00:05 _Salvins_A1.JPG,2023:03:10 10:00:05,2023_A1_N14,N14,PG,2022-11-11,2023-04-09,2023,A1,2023:03:10
2023:03:10_A1_N16,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:10 08:00:04 _Salvins_A1.JPG,2023:03:10 08:00:04 _Salvins_A1.JPG,2023:03:10 08:00:04,2023_A1_N16,N16,PG,2022-11-11,2023-04-09,2023,A1,2023:03:10
2023:03:10_A1_N17,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:10 13:00:06 _Salvins_A1.JPG,2023:03:10 13:00:06 _Salvins_A1.JPG,2023:03:10 13:00:06,2023_A1_N17,N17,PG,2022-11-11,2023-04-09,2023,A1,2023:03:10
2023:03:10_A1_N18,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:10 08:00:04 _Salvins_A1.JPG,2023:03:10 08:00:04 _Salvins_A1.JPG,2023:03:10 08:00:04,2023_A1_N18,N18,PG,2022-11-11,2023-04-09,2023,A1,2023:03:10
2023:03:10_A1_N19,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:10 08:00:04 _Salvins_A1.JPG,2023:03:10 08:00:04 _Salvins_A1.JPG,2023:03:10 08:00:04,2023_A1_N19,N19,PG,2022-11-11,2023-04-09,2023,A1,2023:03:10
2023:03:10_A1_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:10 09:00:04 _Salvins_A1.JPG,2023:03:10 09:00:04 _Salvins_A1.JPG,2023:03:10 09:00:04,2023_A1_N2,N2,PG,2022-11-11,2023-04-09,2023,A1,2023:03:10
2023:03:10_A1_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:10 09:00:04 _Salvins_A1.JPG,2023:03:10 09:00:04 _Salvins_A1.JPG,2023:03:10 09:00:04,2023_A1_N3,N3,PG,2022-11-11,2023-04-09,2023,A1,2023:03:10
2023:03:10_A1_N4,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:10 09:00:04 _Salvins_A1.JPG,2023:03:10 09:00:04 _Salvins_A1.JPG,2023:03:10 09:00:04,2023_A1_N4,N4,PG,2022-11-11,2023-04-09,2023,A1,2023:03:10
2023:03:10_A1_N6,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:10 09:00:04 _Salvins_A1.JPG,2023:03:10 09:00:04 _Salvins_A1.JPG,2023:03:10 09:00:04,2023_A1_N6,N6,PG,2022-11-11,2023-04-09,2023,A1,2023:03:10
2023:03:10_A1_N7,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:10 09:00:04 _Salvins_A1.JPG,2023:03:10 09:00:04 _Salvins_A1.JPG,2023:03:10 09:00:04,2023_A1_N7,N7,PG,2022-11-11,2023-04-09,2023,A1,2023:03:10
2023:03:10_A1_N8,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:10 09:00:04 _Salvins_A1.JPG,2023:03:10 09:00:04 _Salvins_A1.JPG,2023:03:10 09:00:04,2023_A1_N8,N8,PG,2022-11-11,2023-04-09,2023,A1,2023:03:10
2023:03:11_A1_N1,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04,2023_A1_N1,N1,NC,2022-11-11,2023-04-09,2023,A1,2023:03:11
2023:03:11_A1_N10,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04,2023_A1_N10,N10,NC,2022-11-11,2023-04-09,2023,A1,2023:03:11
2023:03:11_A1_N11,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04,2023_A1_N11,N11,NC,2022-11-11,2023-04-09,2023,A1,2023:03:11
2023:03:11_A1_N12,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04,2023_A1_N12,N12,NC,2022-11-11,2023-04-09,2023,A1,2023:03:11
2023:03:11_A1_N13,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04,2023_A1_N13,N13,NC,2022-11-11,2023-04-09,2023,A1,2023:03:11
2023:03:11_A1_N14,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04,2023_A1_N14,N14,NC,2022-11-11,2023-04-09,2023,A1,2023:03:11
2023:03:11_A1_N15,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04,2023_A1_N15,N15,NC,2022-11-11,2023-04-09,2023,A1,2023:03:11
2023:03:11_A1_N16,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04,2023_A1_N16,N16,NC,2022-11-11,2023-04-09,2023,A1,2023:03:11
2023:03:11_A1_N17,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04,2023_A1_N17,N17,NC,2022-11-11,2023-04-09,2023,A1,2023:03:11
2023:03:11_A1_N18,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04,2023_A1_N18,N18,NC,2022-11-11,2023-04-09,2023,A1,2023:03:11
2023:03:11_A1_N19,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04,2023_A1_N19,N19,NC,2022-11-11,2023-04-09,2023,A1,2023:03:11
2023:03:11_A1_N2,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04,2023_A1_N2,N2,NC,2022-11-11,2023-04-09,2023,A1,2023:03:11
2023:03:11_A1_N3,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04,2023_A1_N3,N3,NC,2022-11-11,2023-04-09,2023,A1,2023:03:11
2023:03:11_A1_N4,/Volumes/Team Toroa/Albatross_Camera_Traps/Tagged_Images/Salvins/Nest_Survival/2023_Salvin's_Bounties/A1/2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04 _Salvins_A1.JPG,2023:03:11 07:00:04,2023_A1_N4,N4,NC,2022-11-11,2023-04-09,2023,A1,2023:03:11
